id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
23611441,Halo Factory -Cozy E Garfield Pad,17221958,David,,East Garfield Park,41.88514,-87.7027,Entire home/apt,42,7,90,2021-03-31,1.56,1,0,0,R18000024715
25256823,"Newly Renovated, Spacious 2BR in Andersonville",76763152,Brett,,Edgewater,41.98797,-87.67022,Entire home/apt,208,3,62,2022-12-04,3.84,1,286,45,R22000090757
25264110,B5-5- Bedroom Next to Downtown,109075524,Alejandra,,Near West Side,41.87572,-87.67964,Private room,44,2,7,2022-10-24,0.15,8,68,4,R19000042282
23613666,Uptown Gem With FREE Parking Space Included,35681660,Jayme,,Uptown,41.96364,-87.65396,Private room,75,32,100,2020-07-26,1.9,1,0,0,R18000031988
23614862,Huge 2bd./2bath. luxury loft in the West Loop,1239706,Moran,,Near West Side,41.88319,-87.64898,Entire home/apt,461,3,11,2022-09-19,0.2,1,90,1,R19000048859
25278191,Walk to the Beach and Golf from our 3 story home.,141061318,Desired Properties,,Woodlawn,41.77565,-87.58783,Entire home/apt,535,30,64,2022-08-04,1.2,2,180,1,R20000059078
23669582,Cool Quiet Coach House  W/ Private Access and Outdoor Space,11266083,Jaime,,West Town,41.90962,-87.67477,Entire home/apt,215,5,193,2022-12-05,3.32,1,291,50,R22000089333
25292554,Logan Square Lookout,17847673,Patrick,,Avondale,41.93487,-87.70589,Entire home/apt,150,1,385,2022-10-24,7.12,1,67,60,R18000031907
25293703,Clean & Sanitized - Wrigleyville Friends Unit,42518018,M J,,Lake View,41.94472,-87.65031,Entire home/apt,280,32,94,2022-10-09,1.7,4,180,14,R22000091596
24651325,Master Bedroom with Amazing  Downtown Chicago View,146845503,Michael A,,Near West Side,41.87936,-87.68638,Private room,88,2,142,2022-10-15,2.51,2,180,26,R19000039959
23683517,Gritty Chic River North --- ACME Hotel,176229376,Acme,,Near North Side,41.89251,-87.61617,Private room,165,1,161,2022-10-16,2.8,8,263,33,2205899
23684890,Spacious Apartment In Safe Neighborhood,160794000,Erick,,Portage Park,41.9557,-87.77322,Entire home/apt,85,1,260,2022-12-12,4.49,1,165,58,R22000091164
25367014,Stylish 5 Bedroom Hm+Rooftop Dk+Garage| Sleeps20,41084854,Nancy,,West Town,41.90902,-87.6868,Entire home/apt,1214,3,52,2022-12-11,0.99,5,286,17,R19000048885
24689136,B1 - Next to Downtown Chicago - Private Room,109075524,Alejandra,,Near West Side,41.87712,-87.68116,Private room,34,2,256,2022-11-27,4.53,8,46,42,R19000042282
24694181,Talman,15721250,Thomas,,Lincoln Square,41.96682,-87.69419,Entire home/apt,100,5,33,2022-11-09,0.6,1,115,8,R19000042335
23754213,ROOM SERVICE  EVERTY 2 DAYS- KING BED- MIL PARK,137690443,Gracie,,Loop,41.88761,-87.61861,Entire home/apt,400,32,12,2019-08-22,0.21,1,0,0,City registration pending
24695751,Andy's Bed & Breakfast Full Room,184666233,Andrew,,North Park,41.97208,-87.73109,Private room,45,32,121,2021-10-11,2.14,3,272,0,R19000042318
24697393,Lincoln Park DePaul Rowhouse Historic Bissell St,186651707,Nancy,,Lincoln Park,41.92059,-87.65252,Entire home/apt,325,2,54,2022-12-05,0.96,1,76,7,R19000042003
25404235,Sunny 2BR in the heart of Lincoln Park,268186688,Antoine,,Lincoln Park,41.91353,-87.64256,Entire home/apt,249,32,67,2019-10-29,1.24,1,0,0,R19000042000
25424970,"Beautiful, sunny 2nd floor 3BR/1BA w free parking",65301091,Chad And Jodee,,Lincoln Square,41.97321,-87.68698,Entire home/apt,215,2,39,2022-10-16,2.24,1,312,28,R22000086032
23782141,2BR with Exceptional Atmosphere in Logan Square,178254690,Anthony Lawrence,,Logan Square,41.92483,-87.69833,Entire home/apt,62,1,123,2022-12-02,2.12,1,346,36,R21000073360
25512227,Bucktown's Best Bang for the Buck,154502192,Neil,,Logan Square,41.92072,-87.68371,Entire home/apt,88,32,139,2022-10-14,2.51,1,270,27,R19000043479
23842375,Beautiful Wrigleyville 2BR w/ 2 parking spots,88043568,Alex,,Lake View,41.94467,-87.65421,Entire home/apt,140,32,15,2018-05-28,0.26,2,0,0,City registration pending
24798790,1F ✯Hip Condo with Private Patio. Pets stay free!✯,2010015,Martin,,Avondale,41.9345,-87.72006,Entire home/apt,129,14,32,2022-10-29,0.59,4,365,7,R18000023672
24801073,"1R ⟣  Modern, Cozy Apt.  Pets stay free!  ⟢",2010015,Martin,,Avondale,41.9345,-87.72006,Entire home/apt,199,14,32,2022-10-01,0.58,4,327,10,R18000023672
24885019,"⚡️NEW! Stylish & Cozy 3BDRM, 10min/ORD, 20min/DT❤️",90362666,Angelika & Zibi,,Jefferson Park,41.97993,-87.76845,Entire home/apt,94,2,210,2022-11-27,3.76,3,81,41,R20000054809
23883681,Bright and Cozy 2 Bedroom in Irving Park!,108716560,Judy,,Irving Park,41.95708,-87.711,Entire home/apt,120,5,53,2022-12-06,0.95,1,185,15,R22000079597
25628156,Tranquil Beachfront Haven with Meditation Room,5382639,Rebecca,,Rogers Park,42.01931,-87.66503,Private room,72,32,5,2018-08-19,0.09,1,0,0,City registration pending
24894665,Wrigleyville Flat - Bright spacious 3BR/1BATH,188216209,Todd,,Lake View,41.94959,-87.66193,Entire home/apt,99998,2,63,2022-10-09,1.14,1,0,6,R19000039420
23924481,Cozy king room in Old Town Chicago with rooftop,56489144,Laura & Selwyn,,Near North Side,41.90764,-87.64134,Private room,90,1,0,,,1,0,0,R18000024035
23944951,"Top floor great space, safe & easy commute",29759902,Raquel,,Logan Square,41.92117,-87.69249,Entire home/apt,104,2,193,2022-11-13,3.37,1,74,27,R19000049552
24908843,Full size bed in private monster theme room,63669566,Joshua,,Logan Square,41.92148,-87.69963,Private room,45,2,112,2022-12-07,2.25,1,292,48,R18000026080
24916674,Wicker Park/Bucktown Location,119863033,Jeanette,,West Town,41.90899,-87.66864,Entire home/apt,90,2,133,2022-11-19,2.4,2,35,11,R19000047724
23956960,"Location, Location, Location... and Private Bath",3828336,Rob,,Near North Side,41.88978,-87.63137,Private room,111,180,36,2022-07-22,0.64,1,179,10,R18000024993
25682427,711 The Penthouse,193316326,Sameer,,West Town,41.89422,-87.6531,Entire home/apt,999,2,102,2022-12-04,1.85,1,345,22,R22000086251
24921452,Luxury in Logan Square -  The Pasadena Room,2141536,Asif & Karyn,,Logan Square,41.92646,-87.7258,Private room,118,2,45,2022-12-04,0.87,1,157,21,R19000047739
23963512,Amazing Apt in Duplex near McCormick Place/Loop,4434,Kellen,,Douglas,41.83165,-87.62134,Entire home/apt,175,2,87,2020-03-16,1.57,2,0,0,R17000015568
25687574,Modern Chicago Home Away from Home,168443062,Jessica,,Bridgeport,41.84521,-87.6394,Entire home/apt,185,2,66,2022-11-20,1.21,1,71,17,R19000042276
24931653,4 BR Mayfair flat,36549783,Jeffrey,,Irving Park,41.962902,-87.735336,Entire home/apt,153,2,33,2022-11-26,0.62,12,262,27,R19000039377
23998847,"Pilsen,WiFi,Free parking,Netflix,Lock code, Train",9339313,Leon,,Lower West Side,41.85253,-87.6742,Entire home/apt,59,1,232,2022-11-27,4.03,11,262,47,R21000075600
24011334,Spacious Five Bedroom Home in Trendy Chicago Neighborhood,5402236,Casey,,West Town,41.90622,-87.66947,Entire home/apt,550,3,91,2022-11-26,1.63,2,311,34,R19000051608
24944885,❤️The Perfect In Between❤️,349230569,Shaun,,Jefferson Park,41.97237,-87.7538,Entire home/apt,80,1,178,2022-12-05,3.34,2,350,41,R18000035522
25770575,The Woodlawn Grey  - Large 3bd/3ba Apt by UChicago,57327044,Latrice,,Woodlawn,41.77981,-87.60268,Entire home/apt,155,3,60,2022-10-25,1.12,1,167,20,R21000069359
24061425,Spacious 4 Bedroom home next to transit! and park!,181145684,Kate,,Irving Park,41.9553,-87.72521,Entire home/apt,355,3,87,2022-11-07,1.54,1,104,24,R21000076004
26138093,♥ 3BR/2.5 BA House + Roof Deck in Wicker Park  ♥,5312983,Christopher,,West Town,41.91009,-87.69029,Entire home/apt,849,3,43,2022-07-25,1.0,1,236,4,R19000041884
25786977,Private Bedroom in Medical District,50610697,Keri Terrell,,Near West Side,41.87327,-87.68686,Private room,33,14,10,2021-11-21,0.18,2,100,0,R17000015590
25808833,"Penthouse Level, Stunning Wrigley Stay",42518018,M J,,Lake View,41.94472,-87.65031,Entire home/apt,252,32,89,2022-10-05,1.64,4,212,16,R22000091596
26198663,Quiet room near McCormick- for women,196906001,Addie And Boon,,Douglas,41.82938,-87.61929,Private room,68,1,65,2022-11-06,1.19,1,295,22,R22000084727
25015036,Clean Modern w/FREE Parking & TV & WIFI & Laundry,224089876,Dominik,,Belmont Cragin,41.93579,-87.78506,Entire home/apt,70,32,4,2022-06-21,0.08,2,365,1,R18000031909
26221841,XL Top Floor w/Private Bathroom. Ideal Location!,24970476,Jeff,,Uptown,41.95778,-87.65491,Private room,64,2,56,2022-12-11,1.03,2,0,18,R19000042326
26234572,Cozy Basement Studio in Chicago (Galewood),25553049,Emily,,Austin,41.91261,-87.79041,Entire home/apt,110,2,84,2022-10-23,1.59,2,364,14,R17000013669
26253486,Private room(s) at a great home in Little Italy .,22507060,Gerardo,,Near West Side,41.86875,-87.6611,Private room,92,2,65,2022-10-08,1.2,1,17,21,R19000050587
25055595,Avondale Oasis Floor 3,33278570,Catherine,,Avondale,41.93525,-87.72057,Entire home/apt,102,2,36,2022-11-26,0.67,3,6,20,R22000081690
25892484,Chicago’s Dickens Place a trendy centralized flat,77183388,Al & Mary,,Logan Square,41.91962,-87.71142,Entire home/apt,151,2,149,2022-12-15,2.73,2,296,39,R22000077425
25069194,Maya Garden Suite,4023561,Christopher,,Avondale,41.94527,-87.72258,Entire home/apt,55,32,28,2022-10-20,0.54,1,209,6,R19000049019
25084720,Roger park  Queen  Bed with bathroom,174206662,MaTennessee,,West Ridge,42.0161,-87.69426,Private room,36,32,4,2018-08-06,0.07,3,0,0,City registration pending
25894475,The Banksy,36760167,Robert,,Near West Side,41.87753,-87.68423,Entire home/apt,124,2,233,2022-12-04,4.29,3,43,47,R21000073178
25895701,Whole apartment! 2 Bed/2 bath steps from Wrigley!!,2471877,Michael,,Lake View,41.94723,-87.65378,Entire home/apt,262,2,29,2022-11-26,0.57,1,338,12,R17000013315
26324097,Charming Logan Square Coach House,56501186,Daniel,,West Town,41.9113,-87.70013,Entire home/apt,128,3,40,2022-11-26,0.74,1,175,17,R19000042380
25911362,Contemporary and Cozy with Dedicated Parking,52636687,Rachel,,Near West Side,41.87265,-87.66187,Entire home/apt,168,2,102,2020-03-15,1.86,1,0,0,R18000027091
27398741,Peaceful Quiet Home in Historical Pullman,9301,Charlene,,Pullman,41.68942,-87.60783,Entire home/apt,141,3,57,2022-09-19,1.09,1,171,11,R18000031957
26370161,NEW SLEEK 1 BEDROOM GREAT LOCATION by WholeFoods,3965428,Rob,,Near North Side,41.89103,-87.61907,Entire home/apt,164,150,0,,,71,365,0,City registration pending
25971516,C. MANSION SHARED COED ROOM (NOT PRIVATE) LOW BUNK,163484540,Kartel,,Calumet Heights,41.72825,-87.57845,Shared room,16,2,80,2022-12-16,1.47,23,149,14,R21000062044
27466584,Bright 1BR near Public Transit - 2 min walk,48532103,Silvia,,Norwood Park,41.98642,-87.77847,Private room,68,1,139,2022-11-17,2.63,2,85,24,R21000074298
25983598,"UChicago, Lake, Sci Museum | Gym + W&D | Zencity",47172572,Zencity,,Hyde Park,41.79661,-87.58114,Entire home/apt,93,2,158,2022-07-03,2.89,61,324,5,R18000099688
27471588,Bedroom,132131180,Rafael & Eugenio,,West Garfield Park,41.87289,-87.73127,Private room,39,31,34,2022-12-04,0.66,1,288,11,R18000032640
27489795,Vintage chic,1382472,Ani,,Lincoln Square,41.96155,-87.68588,Entire home/apt,56,140,0,,,1,323,0,
26002254,★House in Hot Neighborhood ★FREE Street Parking,195055541,Jon,,Logan Square,41.91515,-87.69746,Private room,58,32,101,2020-03-16,1.84,2,0,0,City registration pending
26490361,Chic Downtown Condo - Heart of River North!,436805871,Vanessa,,Near North Side,41.89388,-87.63477,Entire home/apt,348,3,140,2022-12-12,2.59,1,173,51,R21000075481
26029969,"Fireplace, Free Parking, Private Outdoor Patio with Fire Pit",26535257,Leigh,,Lake View,41.93618,-87.65602,Entire home/apt,749,5,80,2022-11-26,1.49,1,351,12,R21000070239
26502857,Spectacular Downtown High Rise Extraordinary view,55331519,Ryan,,Near South Side,41.86366,-87.62691,Private room,84,32,212,2022-11-17,4.0,3,73,40,R21000073676
26504307,"Free Parking, rehabbed and Close to Downtown!",141453495,Ricky,,South Lawndale,41.84592,-87.69844,Entire home/apt,100,2,167,2022-11-24,3.09,2,80,43,R18000023343
26523535,Chicago Private Bedroom,6876990,Carlos,,Rogers Park,42.00237,-87.66667,Private room,50,1,26,2022-11-28,0.5,2,364,10,Already registered
27551987,Shared room for busy person.,92327597,Getahun,,Ohare,41.97846,-87.8416,Shared room,46,32,1,2022-08-27,0.26,1,358,1,City registration pending
27553317,Visit the United Center & Explore City of Chicago,156238470,Zed,,Near West Side,41.88243,-87.67977,Entire home/apt,108,2,212,2022-11-18,4.08,1,89,31,R18000036983
26525178,"BR in Historic Greystone, 2 blocks to Blue Line",63026065,Josh,,Logan Square,41.92997,-87.7123,Private room,31,4,63,2020-03-09,1.16,1,0,0,R19000049545
26106260,2 bedroom apartment near Chinatown,129327646,Roger,,Bridgeport,41.84405,-87.63971,Entire home/apt,72,2,253,2022-12-05,4.65,3,2,46,R19000048816
26542171,"Stylish, Shared Apartment for the Perfect Get Away",172675723,Paul,,South Lawndale,41.84716,-87.72144,Private room,33,1,105,2022-11-13,2.49,1,212,22,R19000043263
26133988,Room C  Queen size bed,40832295,Shannon,,Belmont Cragin,41.92059,-87.77877,Private room,150,2,13,2022-09-18,0.24,4,89,6,R22000077883
27553507,ENTIRE CLEAN MODERN 2 BR APT HAVEN/GARAGE PARKING,93296905,Sandra,,Belmont Cragin,41.91841,-87.76041,Entire home/apt,83,1,144,2022-11-06,2.75,1,166,13,R18000031761
26579870,Clean & Sanitized - Perfect Wrigleyville Stay,42518018,M J,,Lake View,41.94472,-87.65031,Entire home/apt,218,32,71,2022-11-07,1.31,4,12,12,R22000091596
28361473,Opulent 3bdr2bth Old Town Luxury + Parking prmts,88052222,Adrian & Veronica,,Lincoln Park,41.91274,-87.63627,Entire home/apt,685,2,51,2022-11-27,0.98,4,353,15,R22000084310
27584585,Great location! Spacious and stylish residence!,58868732,Jake,,Lake View,41.94245,-87.64913,Entire home/apt,147,2,150,2022-11-26,2.85,1,97,35,R21000075717
27595030,Beautiful River North Condo,10624291,Jennifer,,Near North Side,41.89765,-87.64389,Entire home/apt,90,32,31,2020-11-01,0.59,1,0,0,City registration pending
28362943,Cozy Concrete Chicago,23570416,Kelly,,Irving Park,41.94356,-87.73581,Entire home/apt,148,3,12,2022-11-19,2.2,1,113,12,R22000080190
28370117,Convenient Modern 1-bed Apt in University Village,30992941,Sara,,Near West Side,41.86067,-87.64761,Entire home/apt,85,32,8,2018-12-25,0.15,1,0,0,City registration pending
27624908,Classic Logan Square Bungalow w/ Mid-Century Charm,12579522,Jack,,Logan Square,41.92843,-87.71406,Entire home/apt,150,2,16,2022-10-16,1.29,1,73,15,R21000069210
26717160,Easy Living in Lake View East!,195674456,Brandon,,Lake View,41.95223,-87.64963,Entire home/apt,99,1,20,2022-08-14,0.37,1,0,5,R21000074107
28402457,Lovely 1920's Quiet Charming Building,12909422,Stephanie,,Rogers Park,42.02197,-87.66587,Private room,60,2,8,2022-11-03,0.16,1,36,4,
27639463,Sunny Apartment Just 2 Blocks from Wrigley and Boystown,42392567,Debbie,,Lake View,41.95211,-87.6559,Entire home/apt,182,2,191,2022-09-26,3.65,1,142,52,R22000082709
27721072,雅居,209282256,May,,Brighton Park,41.813,-87.70811,Private room,42,32,13,2019-10-23,0.25,1,168,0,City registration pending
28442988,Cozy Room with Free Street Parking,8480922,Samuel,,Albany Park,41.96867,-87.70668,Private room,43,2,83,2020-04-12,1.61,4,0,0,R17000020943
27751590,"Trendy Wicker Park with parking, sleeps up to 5",30433615,Andrijana,,West Town,41.90726,-87.67236,Entire home/apt,101,2,195,2022-12-18,3.95,7,328,71,R21000073096
28444302,Beautiful & Inspiring Three Bedroom Home in Roscoe Village,86318831,Andrei,,North Center,41.94201,-87.67829,Entire home/apt,159,2,252,2022-12-04,4.93,4,159,73,R22000076371
26795754,Nice Place!,156360525,Scott,,Lincoln Park,41.919,-87.64933,Entire home/apt,250,2,10,2021-10-03,0.19,1,0,0,R12345678902
26802733,DAILY ROOM SERVICE- KING BED IN HIGH RISE,59794802,Lilian,,Near West Side,41.88218,-87.64291,Entire home/apt,400,32,6,2019-11-14,0.11,5,0,0,City registration pending
28459886,"Beautiful Modern, large, 4BR/4BA Private Home",2465807,Frank,,Logan Square,41.91877,-87.68159,Entire home/apt,686,2,71,2022-06-05,1.39,1,102,12,R19000047749
28510957,King Room in Boutique Wicker Park B&B,81779,Laura,,West Town,41.90754,-87.67196,Hotel room,176,1,14,2022-11-18,0.39,10,310,10,2641596
28511244,Spacious King Room in Boutique Wicker Park B&B,81779,Laura,,West Town,41.90763,-87.67392,Hotel room,203,32,2,2022-07-24,0.27,10,294,2,2641596
27783440,Soak Up Mid-Century Style in Wrigleyville and Boystown,47263109,Matt,,Lake View,41.94433,-87.64385,Entire home/apt,707,2,96,2022-11-26,1.88,1,180,17,R22000091922
26804834,Retreat to a Stylish 3-Bedroom Brownstone,4434,Kellen,,Douglas,41.83245,-87.62068,Entire home/apt,204,2,55,2022-12-01,1.07,2,162,24,R17000015568
27785167,Great location! Spacious & private! Free parking,27133792,Dan,,West Town,41.89685,-87.6561,Entire home/apt,129,2,252,2022-10-27,4.9,1,33,53,R22000081707
26843049,Pilsen HofC Deluxe *In-Unit Laundry* 2bed/1bath,100782278,Chicago Furnished,,Lower West Side,41.84956,-87.68117,Entire home/apt,88,32,16,2022-10-02,0.33,34,347,4,R12345678901
27788525,1 - 4 Bedroom Condo - McCormick Place,178710732,Annie,,Armour Square,41.85297,-87.63375,Entire home/apt,339,2,34,2022-10-14,0.65,18,17,7,R21000072615
27804909,Oasis In The Chi - HOME,17493679,Cass,,Auburn Gresham,41.75224,-87.65633,Entire home/apt,339,32,2,2019-06-13,0.04,4,81,0,R18000031719
28511708,Queen Room w/ Balcony in Boutique Wicker Park B&B,81779,Laura,,West Town,41.90701,-87.67245,Hotel room,184,32,29,2022-11-18,0.63,10,299,7,2641596
28511827,Romantic Queen Room in Boutique Wicker Park B&B,81779,Laura,,West Town,41.90583,-87.67366,Hotel room,198,32,4,2022-07-05,0.09,10,294,1,2641596
26892171,Chicago Single family home located in Edison Park,1385047,Annmarie,,Norwood Park,41.9739,-87.81733,Entire home/apt,250,32,2,2018-09-16,0.04,1,0,0,City registration pending
28511937,Romantic King Room in Boutique Wicker Park B&B,81779,Laura,,West Town,41.90767,-87.67359,Hotel room,202,32,15,2022-12-09,0.3,10,286,12,2641596
28522014,3BDRM Gorgeous Apt Pilsen Private Parking avail,149317569,Tony,,Lower West Side,41.85413,-87.68159,Entire home/apt,125,2,131,2022-11-27,2.54,2,357,45,R20000053720
28538337,Traveler's Dream - 1 bed in a shared bedroom,57387860,Freehand,,Near North Side,41.8923,-87.627335,Hotel room,23,1,512,2022-11-05,10.01,24,312,23,R18000024404
26959321,Exquisite Condo Steps from Lincoln Park,78910173,Jack,,Lincoln Park,41.92943,-87.64095,Entire home/apt,259,24,7,2021-10-24,0.14,1,250,0,R18000032685
28564489,Convenient Hyde Park 2 Bedroom Apartment,215582020,Stephen And Trecia,,Hyde Park,41.80125,-87.58876,Entire home/apt,115,3,154,2022-12-17,3.03,1,134,37,R18000035569
27879762,Super convenient apartment near Millennium Park,39131406,Xinyi,,Loop,41.886,-87.62516,Private room,60,32,0,,,1,0,0,City registration pending
28612926,1 mile from Wrigley Field,6740588,Kelly,,Lake View,41.9395,-87.66384,Entire home/apt,75,2,144,2022-06-07,3.21,1,0,1,R19000039872
27897330,Brand new condo with luxury amenities,208533981,Aiperi,,Near South Side,41.84735,-87.61887,Private room,114,32,21,2019-10-23,0.4,2,0,0,City registration pending
27021916,Oakland Historic District/Hyde Park Gem,11542829,Susan,,Oakland,41.81809,-87.60026,Entire home/apt,175,28,4,2022-10-14,0.61,1,352,4,R21000071932
27962742,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,,Hyde Park,41.79856,-87.58278,Entire home/apt,73,1,142,2022-09-26,2.71,61,267,16,R18000031904
28714602,MedDistrict Expansive 1bed/1bath + Free Laundry,100782278,Chicago Furnished,,Near West Side,41.87724,-87.68024,Entire home/apt,71,32,10,2022-09-24,0.21,34,319,3,
28781186,Vintage Gold Coast Apartment,35105490,Kate,,Near North Side,41.90704,-87.62847,Entire home/apt,55,32,7,2020-02-23,0.14,1,0,0,City registration pending
27106400,Fully Furnished Apartment Wicker Park Free Parking,33605887,Ewa,,West Town,41.9011,-87.66337,Entire home/apt,109,1,376,2022-12-16,7.14,2,73,59,R21000075227
28047906,Your warm 1b apartment in Chicago downtown,73225990,George,,Near West Side,41.88236,-87.64144,Entire home/apt,86,32,0,,,1,0,0,City registration pending
28052689,Cozy 1 Bedroom Apartment at Avondale!,3920450,Vas,,Avondale,41.93815,-87.71666,Entire home/apt,50,32,11,2022-11-16,0.31,4,317,4,
28805500,Luxury High Floor Apartment in Downtown Chicago,48956493,Farid,,Near North Side,41.8959,-87.62556,Entire home/apt,83,32,9,2019-09-30,0.18,1,0,0,City registration
27130424,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,,Hyde Park,41.79945,-87.58382,Entire home/apt,75,1,106,2022-12-01,2.0,61,355,20,R18000032000
27133454,Private Room w/ Queen Bed in West Loop Chicago,66944232,Arun,,Near West Side,41.88179,-87.6811,Private room,45,1,50,2021-09-25,1.12,4,176,0,R22000090286
28078561,Sunny 2BR / 1 BA in Hip West Town Location,40381099,Emily,,West Town,41.89414,-87.66176,Entire home/apt,215,2,21,2022-11-13,0.45,1,19,3,R22000087113
27136878,3 bedroom townhome minutes from Downtown,204303072,George,,West Town,41.90142,-87.66277,Entire home/apt,160,3,208,2022-12-10,3.9,2,86,29,City registration pending
28812237,Pierce Place Garden,53624888,Jacqueline,,West Town,41.90991,-87.67169,Entire home/apt,80,32,2,2022-11-15,0.27,2,179,2,City registration pending
28819602,Traveling Nurse 3BDR beauty Mins from Downtown,147648729,Mel,,Grand Boulevard,41.81854,-87.60821,Entire home/apt,123,32,35,2022-07-29,0.68,6,270,2,City registration pending
28108782,Chicago HSH!!,212332502,Dan,,Near North Side,41.89574,-87.63563,Entire home/apt,150,32,1,2018-11-16,0.02,1,0,0,
27169700,Vintage 3BR Apartment in Logan Square,22059529,Michael,,Logan Square,41.92259,-87.71556,Entire home/apt,156,2,52,2022-10-10,1.65,1,47,24,R20000054762
27223908,Updated Condo near Downtown with Porch,44997651,David,,West Town,41.8949,-87.66244,Private room,49,32,128,2021-12-12,2.43,2,0,0,R17000017719
27230321,LARGE SPACE - TWO LEVELS  - DECK - PARKING!,19645168,Brandon,,Lincoln Park,41.92873,-87.65856,Entire home/apt,443,2,111,2022-11-27,2.17,13,229,47,R18000030317
28132761,"3BR w/ Elevator, Patio & Laundry near the Red Line",192743804,Fenton,,Uptown,41.96344,-87.66457,Entire home/apt,99,1,146,2022-12-08,2.88,3,353,37,R22000093438
27247279,Comfort & Clean! 15 min ORD/Dwntwn3 & Parking,198731500,J.R.,,Jefferson Park,41.97263,-87.77251,Entire home/apt,73,2,116,2022-11-15,2.17,5,89,16,R22000080213
28913455,Checkerboard Studio with Private Outdoor Hot Tub and Yard,30073391,Brad,,West Town,41.90574,-87.68897,Entire home/apt,123,2,299,2022-12-05,5.84,4,150,75,R21000075429
28187090,"Sunny, fresh and charming!",26657650,Maureen,,North Park,41.98235,-87.71224,Entire home/apt,69,32,85,2022-08-08,1.64,1,177,2,City registration pending
27308270,"Sophisticated, 2-BR Condo in Old Town",9094538,Nicole,,Lincoln Park,41.91469,-87.64009,Entire home/apt,112,32,64,2022-09-02,1.2,13,240,10,City registration pending
28207846,Cozy room,213059626,Nury,,Loop,41.87059,-87.63329,Private room,80,32,9,2022-07-09,0.18,1,102,1,City registration pending
28236779,747 Comet,207109604,Ginosi,,West Town,41.89671,-87.6564,Entire home/apt,1010,1,3,2019-12-10,0.07,19,365,0,
28236802,747 Eclipse,207109604,Ginosi,,West Town,41.89639,-87.65687,Entire home/apt,1010,1,1,2020-02-15,0.03,19,365,0,
28941532,Hip Studio Loft in Heart of Bucktown/Wicker Park,218154718,SuzAnn,,West Town,41.91102,-87.67601,Entire home/apt,114,2,71,2022-12-11,1.4,1,101,35,R21000075335
28948832,Bright Spacious Bedroom with closet BB1,18714715,Aiste,,Near West Side,41.88069,-87.68853,Private room,46,32,12,2022-09-27,0.27,9,238,3,R17000014214
28978271,"Stay at the Mine of Diamonds, 2Br, Second Floor",30073391,Brad,,West Town,41.9062,-87.69069,Entire home/apt,134,2,65,2022-10-11,1.28,4,155,16,R21000075016
29051115,LTR#3 420 Friendly - Red Carpet Suite,35342456,Roberto,,Portage Park,41.93891,-87.75578,Private room,94,32,8,2022-09-20,0.19,18,365,2,2827372
27359639,Center of Lincoln Park/Depaul/Wrigley+ parking!,153282233,Justin,,Lincoln Park,41.91924,-87.6525,Entire home/apt,144,1,309,2022-12-05,5.86,6,86,43,R17000021441
29051465,LT 420Friendly Mary Jane Suite,35342456,Roberto,,Portage Park,41.93963,-87.75544,Private room,98,32,21,2022-05-08,0.41,18,365,5,2827372
29053143,"Sunny, Cozy, Colorful  Andersonville",218940261,Lida,,Uptown,41.97397,-87.67147,Entire home/apt,131,1,200,2022-12-04,4.03,1,144,62,R22000076483
29283596,Cortez House - 2BR - Free Parking - Great Beds,104346599,Jordan,,West Town,41.90122,-87.69278,Entire home/apt,100,3,129,2022-10-16,2.53,1,56,38,R18000034943
29062854,Lincoln Park Three Bedroom Suite,33004,At Home Inn,,Lincoln Park,41.92653,-87.64642,Entire home/apt,164,5,19,2022-11-27,0.38,10,171,8,R22000091270
28236865,747 Meteor,207109604,Ginosi,,West Town,41.8952,-87.65453,Entire home/apt,1010,1,3,2020-02-15,0.06,19,365,0,
28236962,747 The Jet,207109604,Ginosi,,West Town,41.89674,-87.65461,Entire home/apt,1010,1,1,2019-07-30,0.02,19,365,0,
29080528,whole condo near downtown,22173789,Nausheen,,Near West Side,41.86231,-87.6473,Entire home/apt,75,32,10,2018-11-21,0.2,1,0,0,City registration pending
29093384,Traveler's Dream - 1 bed in a shared bedroom,57387860,Freehand,,Near North Side,41.8923,-87.627335,Hotel room,23,1,1139,2022-12-05,26.16,24,312,481,R18000024404
28238665,747 The Sky,207109604,Ginosi,,West Town,41.89453,-87.65513,Entire home/apt,1429,1,0,,,19,365,0,
29303361,Gorgeous home near Wrigley/train to downtown,6780106,Chris And Keri,,North Center,41.95138,-87.67586,Entire home/apt,399,2,42,2020-09-27,0.83,1,0,0,R18000034986
29103060,Elegant & Clean Cottage Apt 20mins from O’Hare,54498471,Elliot & Deena,,Jefferson Park,41.97052,-87.75786,Entire home/apt,156,3,130,2022-12-19,3.05,1,41,46,R19000043252
29308967,Roose WestSide Penthouse,94883388,Winston,,North Lawndale,41.86743,-87.69664,Entire home/apt,150,32,10,2021-08-01,0.21,2,89,0,R18000034899
29105419,Crispy Clean 2-Br Garden Unit in Ravenswood Manor,219356647,Lauresha & Luan,,Albany Park,41.96761,-87.7051,Entire home/apt,133,5,71,2022-10-31,1.41,1,148,10,R21000075342
