id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
25742935,Chic Home West of Wicker Park,70563442,Maximos,,West Town,41.90723,-87.68916,Entire home/apt,109,4,165,2022-11-01,3.01,1,79,28,R20000058511
24011334,Spacious Five Bedroom Home in Trendy Chicago Neighborhood,5402236,Casey,,West Town,41.90622,-87.66947,Entire home/apt,550,3,91,2022-11-26,1.63,2,311,34,R19000051608
24947013,Classic Downtown Industrial Loft Near West Loop,9851063,Jason,,Near West Side,41.87671,-87.64487,Entire home/apt,214,32,0,,,3,339,0,
25770575,The Woodlawn Grey  - Large 3bd/3ba Apt by UChicago,57327044,Latrice,,Woodlawn,41.77981,-87.60268,Entire home/apt,155,3,60,2022-10-25,1.12,1,167,20,R21000069359
25781389,Stylish mid-century modern apartment,25617404,Albano,,Portage Park,41.95472,-87.75165,Entire home/apt,78,5,138,2022-11-26,2.5,1,117,18,R19000049510
24965357,Skylit Boho Retreat - 420 BnB - No Parties,1649647,Bianca,,West Town,41.9128,-87.66682,Entire home/apt,225,32,130,2022-09-19,2.33,5,180,24,R19000051180
25006252,"Little Italy/UIC 3 bdrm, 2.5 bath Condo",186121450,Brian & Gloriann,,Near West Side,41.86703,-87.66151,Entire home/apt,499,2,152,2022-11-13,2.89,1,345,28,R22000087322
26159573,Sunny and charming vintage Avondale apt near CTA,4351717,Amanda,,Avondale,41.94337,-87.72386,Entire home/apt,199,32,1,2019-07-21,0.02,1,0,0,City registration pending
26186206,Bachelor Pad in the heart of a great neighborhood!,5907377,Phill,,Irving Park,41.96391,-87.7354,Entire home/apt,99,32,35,2021-07-26,0.64,1,0,0,R19000050634
25808833,"Penthouse Level, Stunning Wrigley Stay",42518018,M J,,Lake View,41.94472,-87.65031,Entire home/apt,252,32,89,2022-10-05,1.64,4,212,16,R22000091596
26198663,Quiet room near McCormick- for women,196906001,Addie And Boon,,Douglas,41.82938,-87.61929,Private room,68,1,65,2022-11-06,1.19,1,295,22,R22000084727
25015036,Clean Modern w/FREE Parking & TV & WIFI & Laundry,224089876,Dominik,,Belmont Cragin,41.93579,-87.78506,Entire home/apt,70,32,4,2022-06-21,0.08,2,365,1,R18000031909
25036298,Super Spacious Townhouse Minutes From Downtown,6726378,Chad,,Near West Side,41.8716,-87.68871,Entire home/apt,95,32,14,2020-02-17,0.26,1,0,0,City registration pending
26253486,Private room(s) at a great home in Little Italy .,22507060,Gerardo,,Near West Side,41.86875,-87.6611,Private room,92,2,65,2022-10-08,1.2,1,17,21,R19000050587
25064515,Private room twin K2 front,36549783,Jeffrey,,Irving Park,41.962902,-87.735336,Private room,40,2,14,2021-10-15,0.26,12,262,0,R19000039377
25874506,Windy of Summer 风城南轩,171860317,David,,Englewood,41.79241,-87.6329,Shared room,80,1,1,2018-07-01,0.02,1,0,0,R18000026613
25891309,Private Loft+King Bed+1 minute to Shops & Highway!,51767459,Eva,,Albany Park,41.97043,-87.7456,Private room,68,3,210,2022-12-04,3.89,7,354,39,R18000031782
25892484,Chicago’s Dickens Place a trendy centralized flat,77183388,Al & Mary,,Logan Square,41.91962,-87.71142,Entire home/apt,151,2,149,2022-12-15,2.73,2,296,39,R22000077425
25069194,Maya Garden Suite,4023561,Christopher,,Avondale,41.94527,-87.72258,Entire home/apt,55,32,28,2022-10-20,0.54,1,209,6,R19000049019
25084720,Roger park  Queen  Bed with bathroom,174206662,MaTennessee,,West Ridge,42.0161,-87.69426,Private room,36,32,4,2018-08-06,0.07,3,0,0,City registration pending
25895701,Whole apartment! 2 Bed/2 bath steps from Wrigley!!,2471877,Michael,,Lake View,41.94723,-87.65378,Entire home/apt,262,2,29,2022-11-26,0.57,1,338,12,R17000013315
27398741,Peaceful Quiet Home in Historical Pullman,9301,Charlene,,Pullman,41.68942,-87.60783,Entire home/apt,141,3,57,2022-09-19,1.09,1,171,11,R18000031957
26337715,Behind the Beaten Path,185912680,Julia,,Humboldt Park,41.9026,-87.70854,Entire home/apt,168,32,137,2022-10-16,2.52,1,49,18,R19000042368
25940510,Peaceful River West Apt - free gated parking,145239744,Mando,,West Town,41.8902,-87.64574,Entire home/apt,174,2,278,2022-12-14,5.23,2,64,69,R21000071076
26370161,NEW SLEEK 1 BEDROOM GREAT LOCATION by WholeFoods,3965428,Rob,,Near North Side,41.89103,-87.61907,Entire home/apt,164,150,0,,,71,365,0,City registration pending
25942236,2 Bedroom Bucktown Apartment - So Charming!,44265896,Rachel,,West Town,41.91099,-87.686,Entire home/apt,82,1,194,2022-12-04,3.57,3,353,38,R18000026121
27420170,Bright & Renovated Irving Park Duplex w/ Backyard!,141303483,Angela,,Irving Park,41.95588,-87.70538,Entire home/apt,108,1,146,2022-12-12,2.81,1,325,40,R21000074019
27439525,Comfort  zone,206783790,Oscar,,North Center,41.9365,-87.67502,Entire home/apt,142,1,152,2022-11-26,2.86,1,342,44,R21000074200
27458041,B5- Next to Downtown Chicago - Private Room,109075524,Alejandra,,Near West Side,41.87552,-87.6798,Private room,31,2,174,2022-10-01,3.3,8,68,38,R19000042282
25944899,Rose of Roscoe,195015117,Brenda,,North Center,41.93728,-87.67351,Entire home/apt,315,2,42,2022-11-25,0.97,2,71,13,R19000040384
25949285,Spacious Duplex with Courtyard,109324837,Youngin,,Lincoln Park,41.93133,-87.66222,Entire home/apt,86,3,61,2020-03-08,1.12,1,0,0,R19000042323
26428768,Comfort & Clean!! 15 min ORD/Dwntwn1 & Parking,198731500,J.R.,,Jefferson Park,41.97093,-87.7715,Entire home/apt,78,2,200,2022-11-15,3.67,5,110,17,R22000080213
25983598,"UChicago, Lake, Sci Museum | Gym + W&D | Zencity",47172572,Zencity,,Hyde Park,41.79661,-87.58114,Entire home/apt,93,2,158,2022-07-03,2.89,61,324,5,R18000099688
27471588,Bedroom,132131180,Rafael & Eugenio,,West Garfield Park,41.87289,-87.73127,Private room,39,31,34,2022-12-04,0.66,1,288,11,R18000032640
25984142,"★★★Charming 2BR near downtown, +FREE parking★★★",151133847,Candace,,West Town,41.89355,-87.6621,Entire home/apt,149,3,138,2022-11-25,2.54,2,128,30,R17000015261
26476402,A Stones Throw from U Chicago South Campus!,65247752,Luke,,Woodlawn,41.78273,-87.59969,Entire home/apt,130,3,139,2022-12-10,2.56,1,332,25,R19000048855
27490262,Designer Logan Square 2BR Apartment,207183863,Thom,,Logan Square,41.928,-87.69724,Entire home/apt,79,32,157,2022-10-08,2.97,1,330,13,City registration pending
26500795,Cozy Ukrainian Village Two Bedroom Apartment,5228189,Matthew,,West Town,41.89662,-87.69215,Entire home/apt,106,2,170,2022-11-13,3.17,21,360,25,R18000031742
27490933,🏠 Stunning 6 BDRM 2 BA w/pkng Perfect 4 Holiday Travel,72651433,Zafar,,South Shore,41.76099,-87.55888,Entire home/apt,186,3,57,2022-11-25,1.24,6,64,21,R22000076586
26504307,"Free Parking, rehabbed and Close to Downtown!",141453495,Ricky,,South Lawndale,41.84592,-87.69844,Entire home/apt,100,2,167,2022-11-24,3.09,2,80,43,R18000023343
27543248,Epitome of Mental and Visual Peace,107488150,Susie,,East Garfield Park,41.87051,-87.70898,Private room,68,1,5,2018-10-21,0.1,1,0,0,R18000031946
26516112,Brand new stylish apt- with all the cozy comforts!,73118105,Caitlin,,Logan Square,41.91398,-87.70354,Entire home/apt,139,32,70,2022-09-16,1.34,1,347,19,R21000072676
26523535,Chicago Private Bedroom,6876990,Carlos,,Rogers Park,42.00237,-87.66667,Private room,50,1,26,2022-11-28,0.5,2,364,10,Already registered
26058665,Beautiful Loft space in Bronzeville,97988031,Lisa,,Grand Boulevard,41.821701,-87.606926,Entire home/apt,175,3,10,2022-10-24,1.48,2,230,10,R22000082513
26098064,#1 Comfy private bedroom shared bath near Downtown,51244140,Sweet Home Of Chicago,,Bridgeport,41.84521,-87.64544,Private room,55,1,18,2022-11-20,2.2,4,180,18,R22000082070
27551987,Shared room for busy person.,92327597,Getahun,,Ohare,41.97846,-87.8416,Shared room,46,32,1,2022-08-27,0.26,1,358,1,City registration pending
26111681,1 #12 - 2 Bedroom 1 Bath Condo - McCormick Place,178710732,Annie,,Armour Square,41.85312,-87.63307,Entire home/apt,177,2,83,2022-11-20,1.6,18,174,24,R21000072611
26133988,Room C  Queen size bed,40832295,Shannon,,Belmont Cragin,41.92059,-87.77877,Private room,150,2,13,2022-09-18,0.24,4,89,6,R22000077883
26579870,Clean & Sanitized - Perfect Wrigleyville Stay,42518018,M J,,Lake View,41.94472,-87.65031,Entire home/apt,218,32,71,2022-11-07,1.31,4,12,12,R22000091596
26607433,Stunning downtown High Rise apartment amazing view,55331519,Ryan,,Near South Side,41.86559,-87.62667,Private room,84,32,221,2022-10-24,4.11,3,72,50,R21000073676
26628029,E. MANSION SHARED COED ROOM (NOT PRIVATE) LOW BUNK,163484540,Kartel,,Calumet Heights,41.72955,-87.57819,Shared room,25,2,61,2022-11-27,1.13,23,295,16,R21000062044
26638174,Al's Oasis Chicago,195024981,Al,,Irving Park,41.94898,-87.70343,Private room,65,2,121,2022-11-14,2.27,1,360,38,R18000031960
27595030,Beautiful River North Condo,10624291,Jennifer,,Near North Side,41.89765,-87.64389,Entire home/apt,90,32,31,2020-11-01,0.59,1,0,0,City registration pending
28364650,Cozy Private Coach House,52725236,Wendi,,Logan Square,41.92258,-87.70096,Entire home/apt,132,3,175,2022-11-27,3.42,3,102,35,R19000039373
27635399,East village room,79675882,Nadiah,,West Town,41.89453,-87.66995,Private room,75,32,9,2021-07-17,0.18,1,350,0,City registration pending
26776933,Room D (Queen size bed),40832295,Shannon,,Belmont Cragin,41.91965,-87.77975,Private room,150,2,14,2022-09-05,0.26,4,365,5,R22000077883
27639463,Sunny Apartment Just 2 Blocks from Wrigley and Boystown,42392567,Debbie,,Lake View,41.95211,-87.6559,Entire home/apt,182,2,191,2022-09-26,3.65,1,142,52,R22000082709
26780835,CHECK IN 8AM. CHECK OUT 7PM- KIND BED,59794802,Lilian,,Loop,41.88706,-87.61758,Entire home/apt,400,32,9,2019-10-20,0.17,5,0,0,City registration pending
27732324,The Wonders of Wrigley: Beautiful 3 Bed/2 Bath,70220927,Penny & Gus,,Lake View,41.94535,-87.65286,Entire home/apt,99,32,37,2019-12-28,0.71,1,56,0,City registration pending
28437341,LollaPalooza Master Bedroom in Lincoln Park,214678665,Roberto,,Lincoln Park,41.93117,-87.64499,Private room,199,1,1,2018-10-07,0.02,1,0,0,City registration pending
26783351,Chicago (Upscale Neighborhood) Multi-Unit Estate,48907908,Lupe,,Irving Park,41.95684,-87.73013,Entire home/apt,345,3,37,2022-11-27,0.69,1,364,12,R18000031954
28441945,Wonderful Space with Free Street Parking,8480922,Samuel,,Albany Park,41.9687,-87.70593,Private room,40,2,62,2020-03-09,1.19,4,0,0,R17000020943
28442988,Cozy Room with Free Street Parking,8480922,Samuel,,Albany Park,41.96867,-87.70668,Private room,43,2,83,2020-04-12,1.61,4,0,0,R17000020943
26785909,Artsy Chicago Abode: Steps to Shops & Restaurants,299061132,Concierge,,West Town,41.90894,-87.66642,Entire home/apt,119,1,29,2022-12-11,2.24,2,350,28,R21000072007
26804816,Family & Business Shelter in Streeterville,59794802,Lilian,,Near North Side,41.89267,-87.61899,Entire home/apt,400,32,4,2018-11-03,0.07,5,0,0,City registration pending
28510810,Sun-Filled King Room in Boutique Wicker Park B&B,81779,Laura,,West Town,41.90631,-87.67312,Hotel room,207,32,3,2022-08-15,0.68,10,292,3,2641596
27785167,Great location! Spacious & private! Free parking,27133792,Dan,,West Town,41.89685,-87.6561,Entire home/apt,129,2,252,2022-10-27,4.9,1,33,53,R22000081707
28511296,Luxurious King Room in Boutique Wicker Park B&B,81779,Laura,,West Town,41.90548,-87.67261,Hotel room,215,32,3,2022-10-07,0.4,10,303,3,2641596
26843049,Pilsen HofC Deluxe *In-Unit Laundry* 2bed/1bath,100782278,Chicago Furnished,,Lower West Side,41.84956,-87.68117,Entire home/apt,88,32,16,2022-10-02,0.33,34,347,4,R12345678901
27785491,Chicago Old Town Apartment,194773057,Troy,,Near North Side,41.90537,-87.64024,Entire home/apt,135,2,52,2020-03-15,1.0,1,78,0,R19000047736
28511620,Peaceful King Room in Boutique Wicker Park B&B,81779,Laura,,West Town,41.90597,-87.67255,Hotel room,201,32,7,2022-10-04,0.46,10,309,6,2641596
28511827,Romantic Queen Room in Boutique Wicker Park B&B,81779,Laura,,West Town,41.90583,-87.67366,Hotel room,198,32,4,2022-07-05,0.09,10,294,1,2641596
26892171,Chicago Single family home located in Edison Park,1385047,Annmarie,,Norwood Park,41.9739,-87.81733,Entire home/apt,250,32,2,2018-09-16,0.04,1,0,0,City registration pending
26940306,Cozy Hideout in Art Filled Chicago Neighborhood,202704228,Joe & Amy,,Lower West Side,41.8575,-87.65819,Private room,100,2,88,2020-03-14,1.64,1,50,0,R18000031688
27853037,Pilsen HofC Tranquil *In-Unit Laundry* 2bed/1bath,100782278,Chicago Furnished,,Lower West Side,41.84952,-87.68073,Entire home/apt,24,32,10,2022-10-26,0.27,34,351,5,City registration pending
26959321,Exquisite Condo Steps from Lincoln Park,78910173,Jack,,Lincoln Park,41.92943,-87.64095,Entire home/apt,259,24,7,2021-10-24,0.14,1,250,0,R18000032685
26961273,(Entire house) Extended Stay Apt for Professionals,202878032,Ade And J Shuntay,,South Shore,41.76758,-87.56822,Entire home/apt,65,32,24,2022-08-09,0.45,3,180,1,R21000076014
27897330,Brand new condo with luxury amenities,208533981,Aiperi,,Near South Side,41.84735,-87.61887,Private room,114,32,21,2019-10-23,0.4,2,0,0,City registration pending
27904602,Amazing Penthouse in Heart of Chicago’s South Loop,41767444,Mar & De,,Near South Side,41.86001,-87.62622,Entire home/apt,213,32,82,2020-05-11,1.6,4,0,0,R20000054143
27907713,Single Family Home on Quiet Dead End Street,2057290,Justin,,Hermosa,41.91556,-87.7252,Private room,65,32,0,,,1,263,0,R20000054712
27962742,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,,Hyde Park,41.79856,-87.58278,Entire home/apt,73,1,142,2022-09-26,2.71,61,267,16,R18000031904
28615463,Chicago Vintage Home,189215722,Teresa,,Bridgeport,41.83887,-87.63924,Entire home/apt,111,2,117,2022-12-16,2.27,1,221,40,R18000028418
28692993,Dream 2720,36128270,Juanita,,North Lawndale,41.85805,-87.69355,Private room,37,2,165,2022-11-14,3.19,7,357,23,R18000028138
27063669,1BR Garden Unit close to Everything,26077223,Cesar,,Archer Heights,41.80207,-87.72533,Entire home/apt,100,2,64,2022-11-26,2.24,1,320,27,R20000056199
28779546,Lakeview/Boystown Private Room in Modern Unit,18037070,Ezgi,,Lake View,41.94853,-87.64508,Private room,75,32,91,2022-11-12,1.79,1,53,27,R21000074443
27100328,Mckelvin Garden suite,203955124,Anthony,,Douglas,41.83476,-87.6182,Entire home/apt,95,1,114,2022-11-29,2.14,1,179,31,R18000031693
28025633,Updated Full Condo near Downtown with Porch,44997651,David,,West Town,41.89331,-87.66186,Entire home/apt,95,2,9,2021-12-05,0.17,2,0,0,R17000017719
28047906,Your warm 1b apartment in Chicago downtown,73225990,George,,Near West Side,41.88236,-87.64144,Entire home/apt,86,32,0,,,1,0,0,City registration pending
28805500,Luxury High Floor Apartment in Downtown Chicago,48956493,Farid,,Near North Side,41.8959,-87.62556,Entire home/apt,83,32,9,2019-09-30,0.18,1,0,0,City registration
28805971,"ONE EXTRA CLEANING SERVICE- LOOP, STORES",59794802,Lilian,,Loop,41.88508,-87.63298,Entire home/apt,400,32,13,2019-11-22,0.26,5,0,0,City registration pending
27133454,Private Room w/ Queen Bed in West Loop Chicago,66944232,Arun,,Near West Side,41.88179,-87.6811,Private room,45,1,50,2021-09-25,1.12,4,176,0,R22000090286
28078561,Sunny 2BR / 1 BA in Hip West Town Location,40381099,Emily,,West Town,41.89414,-87.66176,Entire home/apt,215,2,21,2022-11-13,0.45,1,19,3,R22000087113
28103900,Wrigleyville Crash Pad 1/2 block from The Field,83773615,Dennis,,Lake View,41.94842,-87.65674,Entire home/apt,222,32,154,2022-11-14,2.94,2,166,21,R21000060980
28108782,Chicago HSH!!,212332502,Dan,,Near North Side,41.89574,-87.63563,Entire home/apt,150,32,1,2018-11-16,0.02,1,0,0,
27169700,Vintage 3BR Apartment in Logan Square,22059529,Michael,,Logan Square,41.92259,-87.71556,Entire home/apt,156,2,52,2022-10-10,1.65,1,47,24,R20000054762
27223908,Updated Condo near Downtown with Porch,44997651,David,,West Town,41.8949,-87.66244,Private room,49,32,128,2021-12-12,2.43,2,0,0,R17000017719
27226695,Home for Relaxing & Entertaining Near to Wrigley,46939427,Anthony,,North Center,41.95683,-87.69037,Entire home/apt,929,2,42,2022-11-06,0.83,6,347,14,R21000075718
27230321,LARGE SPACE - TWO LEVELS  - DECK - PARKING!,19645168,Brandon,,Lincoln Park,41.92873,-87.65856,Entire home/apt,443,2,111,2022-11-27,2.17,13,229,47,R18000030317
27260309,Victorian House in Heart of Rogers Park,4337422,Krzysztof,,Rogers Park,42.01008,-87.67145,Entire home/apt,527,2,19,2022-11-27,3.08,1,169,19,R22000088941
28913455,Checkerboard Studio with Private Outdoor Hot Tub and Yard,30073391,Brad,,West Town,41.90574,-87.68897,Entire home/apt,123,2,299,2022-12-05,5.84,4,150,75,R21000075429
28916065,"Unique, comfortable oasis in the city",92534777,Ria,,Avondale,41.93388,-87.69191,Entire home/apt,91,2,127,2022-11-27,2.49,2,165,19,R21000071768
28152683,Independence Park Place,178334811,Carol,,Irving Park,41.95749,-87.72626,Entire home/apt,110,1,96,2022-07-17,2.02,1,51,1,R22000078761
28169607,747 Horizon,207109604,Ginosi,,West Town,41.89451,-87.65458,Entire home/apt,1222,1,21,2020-01-15,0.43,19,365,0,
28187090,"Sunny, fresh and charming!",26657650,Maureen,,North Park,41.98235,-87.71224,Entire home/apt,69,32,85,2022-08-08,1.64,1,177,2,City registration pending
28927616,Modern Relaxing Northside Apt. in Jefferson Park,27906877,Bojan,,Jefferson Park,41.98324,-87.77749,Entire home/apt,100,2,107,2022-11-28,2.09,1,238,20,R22000087671
28207846,Cozy room,213059626,Nury,,Loop,41.87059,-87.63329,Private room,80,32,9,2022-07-09,0.18,1,102,1,City registration pending
28978271,"Stay at the Mine of Diamonds, 2Br, Second Floor",30073391,Brad,,West Town,41.9062,-87.69069,Entire home/apt,134,2,65,2022-10-11,1.28,4,155,16,R21000075016
29050721,🍀🌈☘️420 Friendly - The Rainbow Suite 🌈 Free Parking,35342456,Roberto,,Portage Park,41.93995,-87.75543,Private room,80,2,6,2022-10-11,0.98,18,365,6,R21000074241
27359639,Center of Lincoln Park/Depaul/Wrigley+ parking!,153282233,Justin,,Lincoln Park,41.91924,-87.6525,Entire home/apt,144,1,309,2022-12-05,5.86,6,86,43,R17000021441
29052611,🏡 LT 🍀420 Friendly - “The Cave” Private Apartment,35342456,Roberto,,Portage Park,41.93874,-87.75738,Entire home/apt,200,32,0,,,18,364,0,City registration pending
28236865,747 Meteor,207109604,Ginosi,,West Town,41.8952,-87.65453,Entire home/apt,1010,1,3,2020-02-15,0.06,19,365,0,
29302275,Bucktown Abode,130931381,Andrea & Kevin,,Logan Square,41.91969,-87.68626,Entire home/apt,110,2,95,2021-12-26,1.87,1,0,1,R18000035085
29080528,whole condo near downtown,22173789,Nausheen,,Near West Side,41.86231,-87.6473,Entire home/apt,75,32,10,2018-11-21,0.2,1,0,0,City registration pending
29093342,Traveler's Dream - 1 bed in a shared bedroom,57387860,Freehand,,Near North Side,41.8923,-87.627335,Hotel room,23,5,70,2022-03-22,1.43,24,312,1,R18000024404
29105419,Crispy Clean 2-Br Garden Unit in Ravenswood Manor,219356647,Lauresha & Luan,,Albany Park,41.96761,-87.7051,Entire home/apt,133,5,71,2022-10-31,1.41,1,148,10,R21000075342
29105811,Cozy Logan Square condo,102855020,Char,,Avondale,41.93333,-87.71206,Private room,80,1,5,2019-04-21,0.1,1,0,0,City registration pending
29371395,J3.Next to Downtown!By bus to go straight Downtown,220441747,Luiz,,East Garfield Park,41.87346,-87.69294,Private room,28,5,122,2022-11-07,2.41,5,80,10,R21000070719
28260301,Convenient Brand New 3 Bedroom Apartment w/WIFI,213450737,John,,Bridgeport,41.84542,-87.64696,Entire home/apt,216,32,154,2022-06-07,2.95,2,351,7,City registration pending
29371812,J44.Next toDowntown!By bus to go straight Downtown,220441747,Luiz,,East Garfield Park,41.87438,-87.693,Private room,27,2,136,2022-11-13,2.69,5,68,34,R21000070719
29413045,"Gracious home, superb location, 4 Covid vax pls",221566015,Molly,,Kenwood,41.80816,-87.59339,Private room,90,2,75,2022-11-20,1.52,1,237,25,R18000035544
28287649,Home away from home!,60521191,Sonia,,Lincoln Park,41.91594,-87.63924,Entire home/apt,271,2,54,2022-10-10,1.05,1,267,17,R21000075345
29490593,"Stylish 1BR Apt, in Lakeview.  Perfect for Getaway",166918192,Brad & Sara,,Lake View,41.93493,-87.64243,Entire home/apt,46,1,210,2022-12-10,4.16,10,354,53,R20000059092
28313956,Miss Della's Garden Suite,8675198,Kila,,Grand Boulevard,41.8072,-87.60925,Entire home/apt,56,32,79,2022-10-09,1.52,1,168,7,R19000047719
30295107,"Clean, Cozy, Comfortable Studio Near Downtown",115855112,Ben & Sam,,Bridgeport,41.83335,-87.64704,Entire home/apt,74,3,142,2022-11-27,3.08,1,68,43,R18000037009
29630511,Bike the Lakefront from a Sleek Urban Retreat,222779466,Bronzeville Hospitality Group,,Grand Boulevard,41.81107,-87.61249,Entire home/apt,113,2,129,2022-12-17,2.65,1,248,24,R18000037010
29209840,Stay with friends in Unique Andersonville Home!,90128865,Marty & Rob,,Edgewater,41.98908,-87.67211,Private room,132,3,6,2022-09-18,0.14,3,174,3,R21000068268
30350238,Logan Square/Bucktown -  Close to Everything,227806313,Luisa,,Logan Square,41.92203,-87.68867,Entire home/apt,159,3,87,2022-12-10,1.82,1,142,28,R19000037576
29655041,Top-Notch Top-Floor Bucktown 2 Bedroom,44265896,Rachel,,West Town,41.91249,-87.6862,Entire home/apt,89,1,172,2022-12-08,3.44,3,358,43,R18000026121
29216241,Enjoy cozy apartment with private entrace,52396703,Douglas,,West Garfield Park,41.87646,-87.72356,Entire home/apt,120,32,3,2018-10-12,0.06,1,0,0,City registration pending
29256818,Private Coach House in the Heart of Northcenter,6117206,Thibauld,,North Center,41.95759,-87.67982,Entire home/apt,70,32,8,2019-04-10,0.16,1,0,0,City registration pending
29259262,J1.Next to Downtown!By bus to go straight Downtown,220441747,Luiz,,East Garfield Park,41.87321,-87.69472,Private room,34,2,167,2022-10-17,3.3,5,82,23,R21000070719
30396840,"Gold Coast 1BR w/ Gym, Pool, nr Mag Mile",107434423,Blueground,,Near North Side,41.898904,-87.62797,Entire home/apt,177,32,1,2021-01-31,0.04,639,277,0,32+ Days Listing
29662221,Cozy Bedroom  near Medical District FB1,18714715,Aiste,,Near West Side,41.88132,-87.68783,Private room,40,32,16,2022-08-18,0.33,9,250,3,R17000014214
30476352,Entire 1-Bed Room Apartment,40611884,Jorge,,Rogers Park,42.01046,-87.66782,Entire home/apt,55,32,1,2019-03-18,0.02,1,0,0,City registration pending
31566290,"Walk to Wrigley, Eats | Balcony + W&D | Zencity",47172572,Zencity,,Lake View,41.93861,-87.65237,Entire home/apt,96,1,150,2022-11-27,3.79,61,356,29,R20000052413
31566580,"Walk to Wrigley, Eats | Easy Train + W&D | Zencity",47172572,Zencity,,Lake View,41.93906,-87.65224,Entire home/apt,91,1,125,2022-12-05,3.08,61,328,39,R20000052140
31617545,"Elegant, Spacious Victorian - Top Floor Apartment",25869463,Kathleen,,West Town,41.90732,-87.68986,Entire home/apt,130,14,10,2022-07-30,0.24,1,178,4,R21000062051
31630602,ChicagoRiver Double Room (+Complimentary BIKES),220328753,Nathaly,,Near West Side,41.86536,-87.65583,Private room,65,2,127,2022-12-04,2.8,4,338,42,R19000038537
30492373,Wrigley Residence in Iconic Wrigley Rooftop,544270,Noah,,Lake View,41.94965,-87.65557,Entire home/apt,95,1,117,2022-12-05,2.38,1,105,26,R22000085194
30506424,Sunny and Open Apartment,26250043,Justin,,Lower West Side,41.84952,-87.68379,Private room,45,2,155,2022-08-15,3.16,4,0,19,R19000051169
30532358,Couch Surf /Flex Check-in/ Hold Luggage /Shuttle,691000,Nonya,,Englewood,41.7757,-87.65297,Shared room,25,33,3,2022-07-25,0.08,11,364,1,R17000014173
29704960,DaQuietPLACEtoRELAX/5bdrm/15Min Downtown/8mMidway.,223534020,Fortino,,Brighton Park,41.8098,-87.71201,Entire home/apt,279,2,90,2022-11-06,1.8,2,365,25,R18000035507
29705065,Step Outside to the Blue Line!,71020808,Betsy,,Irving Park,41.94795,-87.71882,Entire home/apt,95,1,71,2022-10-31,1.53,1,80,18,R21000075206
30539151,Garden Apartment in the Historic Heart of the City,222479012,Amanda,,Near West Side,41.877445,-87.665092,Entire home/apt,97,3,166,2022-12-10,3.43,1,138,37,R22000076900
30553860,Heart of Wrigleyville 4 bed 2 bath,2764673,Stephen,,Lake View,41.95039,-87.65855,Entire home/apt,364,32,3,2022-05-10,0.08,2,327,1,R21000074246
31640920,Chicago home away from home,16961442,William,,Brighton Park,41.82152,-87.70245,Entire home/apt,133,2,67,2022-11-25,1.43,2,78,26,R22000088234
31653910,Lovely Andersonville Apt with Ideal Location,210984821,David,,Uptown,41.97226,-87.66441,Entire home/apt,99,2,350,2022-12-16,7.49,1,227,77,R19000038580
31696612,"NorthSide Chicago Near Wrigley, the Beach, Parking",149746028,Mariena,,West Ridge,42.01231,-87.68857,Entire home/apt,197,2,18,2022-11-26,0.41,1,358,8,R18000035043
31718914,A Vintage Pink House in the Heart of Chicago,237929767,Niki,,West Town,41.89767,-87.6703,Entire home/apt,103,2,259,2022-12-06,5.58,1,172,50,R22000077932
30581020,parlor1628,199988418,Mexica,,Mckinley Park,41.82458,-87.66689,Entire home/apt,68,2,5,2020-02-17,0.12,1,365,0,R19000046223
29707921,"BEAUTIFUL HOME, GREAT FOR GROUPS, NEAR WRIGLEY+CTA",17035591,Joshua,,Uptown,41.96247,-87.66886,Entire home/apt,258,1,45,2022-12-18,0.95,6,333,21,R18000024686
31741615,$Cozzy PrivateRoom-Safe NorthArea-FreeStreetParkng,180983956,Jaime,,Irving Park,41.95804,-87.71466,Private room,70,1,67,2022-11-28,1.49,3,338,31,R19000040394
29709036,"West Beach Villa - center of West Beach, Funk Zone and State Street !",223564959,Haller Coastal,,Lake View,41.94783,-87.65552,Entire home/apt,398,1,0,,,1,82,0,
29739220,Great house amazing location,80061753,Eli,,West Town,41.896,-87.67543,Entire home/apt,149,1,1,2019-06-20,0.02,1,0,0,R18000031768
31777552,private bedroom/shared bathroom by Uni. of Chicago,125651621,Tavis,,South Shore,41.76281,-87.58888,Private room,55,32,34,2022-09-01,0.73,2,348,3,R21000075320
29742620,Heart of Downtown Chicago Michigan Avenue,70572518,Chuma,,Near North Side,41.89211,-87.6206,Entire home/apt,105,1,12,2019-11-26,0.29,1,0,0,R17000022156
30718918,747 The Gate,207109604,Ginosi,,West Town,41.89492,-87.65498,Entire home/apt,1653,1,2,2019-12-27,0.04,19,365,0,
31825539,Steps from Wrigley Field - Sleeps 1-6 - Play Ball!,65767899,Tara,,Lake View,41.9467,-87.66047,Entire home/apt,104,3,86,2022-11-14,1.88,6,172,31,R21000061255
31830974,Cozy Chicago Condo — The Roscoe & Halsted,57375926,Stewart,,Lake View,41.94385,-87.6497,Entire home/apt,277,3,20,2022-11-26,0.46,4,132,5,R19000037573
