id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
33948840,"4 #2N - 4 Bedroom 4 Bath - McCormick Pl, Wintrust",178710732,Annie,,Armour Square,41.84398,-87.63348,Entire home/apt,343,2,46,2022-11-07,1.72,18,180,23,R19000040876
33993860,SUPERB Old Twn/Lincoln Park Bright LOFT (+parking),179367980,Wendy And Matt,,Lincoln Park,41.91473,-87.64841,Entire home/apt,142,2,131,2022-12-15,2.95,12,72,32,R19000038528
35496535,"Spacious, light-drenched studio-private entrance!",200460368,Wendy,,Lincoln Square,41.97363,-87.69726,Entire home/apt,109,2,142,2022-11-28,3.32,1,80,45,R19000044487
35511934,1Cat & Cubs Lover Special,3621097,Marcus,,Lake View,41.94289,-87.64884,Entire home/apt,200,1,1,2019-06-09,0.02,2,0,0,R17000017566
33998121,Luxury Rooms in Lakeview East/Wrigley,58253007,Donna,,Lake View,41.94141,-87.65039,Private room,275,3,15,2022-09-18,0.36,1,362,6,R21000073647
34043080,Warm & Comforting 4BR/2BA in Andersonville,255603957,India,,Edgewater,41.97716,-87.66428,Entire home/apt,119,1,118,2022-12-05,2.67,1,330,47,R19000040880
34787964,Luxury West Loop Condo,259756819,Joshua,,Near West Side,41.8812,-87.64164,Entire home/apt,200,32,2,2022-09-18,0.42,1,365,2,City registration pending
34081264,W/Breakfast! By Metra & Jackson Park Hospital,47056445,Andy,,South Shore,41.76238,-87.58636,Private room,51,20,42,2022-11-05,0.95,9,233,6,R20000055861
34788331,Cozy Quiet Flat in Edgewater Glen,6136260,Keith & Janell,,Edgewater,41.9922,-87.66205,Entire home/apt,279,2,61,2022-12-04,1.66,1,3,30,R19000051612
35517765,Spacious in-law Apt: 15 min to O'Hare and Downtown,1777718,Marissa,,Norwood Park,41.98965,-87.78814,Entire home/apt,78,1,203,2022-12-19,4.77,1,167,62,R19000042629
34115512,"Pet friendly, entire apt in hot Humboldt Park!",45239294,Cherie,,Humboldt Park,41.90909,-87.71189,Entire home/apt,63,32,28,2022-08-15,0.64,3,179,1,City registration pending
34807624,Charming 2 Bedroom Apartment in Logan Square,27839698,Kyle,,Logan Square,41.91928,-87.70741,Entire home/apt,66,1,112,2022-12-12,2.59,1,349,35,R22000091445
34122651,"Bright 3 bed, 2 bath apt. w/ laundry & parking 8min downtown",44773457,Brad,,Near West Side,41.87841,-87.67958,Entire home/apt,98,1,129,2022-12-17,2.94,4,301,31,R22000089691
34809632,Cozy Stay,32200299,Nate,,Woodlawn,41.783544,-87.613592,Private room,42,2,13,2019-11-08,0.3,4,355,0,R17000015110
34816864,给您一个温馨的家,42071010,Jenny,,Bridgeport,41.8297,-87.64529,Entire home/apt,366,32,0,,,2,0,0,City registration pending
35573202,"Pvt 1bdr Northwestern, Loyola, North Side Chicago!",265479104,Kaye,,Rogers Park,42.00719,-87.66426,Entire home/apt,110,2,128,2022-11-28,3.05,1,334,42,R19000042644
34863400,"Stylish Two Bed, One Bathroom",164156023,Anthony,,Lower West Side,41.85718,-87.67808,Entire home/apt,127,2,22,2022-09-11,0.51,1,0,11,City registration pending
34147289,7 STAR THE MALIA OASIS #1 ....2BR/2BA,257793960,Bob,,Washington Park,41.78662,-87.61663,Entire home/apt,18,32,23,2020-04-08,0.52,3,0,0,R18000036989
34866762,Comfy 2 Bedroom Apartment w/ Office,32200299,Nate,,Woodlawn,41.78443,-87.61423,Entire home/apt,113,3,13,2022-11-27,2.89,4,350,13,R17000015110
34868023,Beautiful 2BR Apt in Old Town! Great Location!,499197,Sean,,Near North Side,41.91035,-87.64257,Entire home/apt,121,1,53,2022-11-28,1.25,1,81,4,R20000055842
35579899,Luxury 1 Bed on Lasalle,4982817,Andrew,,Near North Side,41.89624,-87.6332,Entire home/apt,175,32,1,2022-07-30,0.21,2,90,1,R17000014751
34203312,15% DISCOUNT- ASK ME FOR IT NOW,6401608,Philip,,Loop,41.8867,-87.62492,Entire home/apt,400,32,5,2019-09-25,0.12,4,0,0,City registration pending
34211831,Amazing View - WestLoop close to #FultonMarket✭,245574996,Matthew,,Near West Side,41.88233,-87.64283,Entire home/apt,136,32,71,2022-11-05,1.6,5,0,1,R10107595440
34888974,"Sunny, quiet and clean condo in Roscoe Village",737585,Pat,,North Center,41.94058,-87.68308,Entire home/apt,91,32,105,2022-09-19,2.46,2,364,27,R19000037469
35605764,Charming Logan Square Home w/ Private Backyard,486514,Gemma,,Logan Square,41.92011,-87.70028,Entire home/apt,300,1,18,2020-02-16,0.43,1,0,0,R21000075047
34902785,Entire Loft in Heart of Wicker Park with Parking,1250686,Cindy,,West Town,41.90934,-87.67553,Entire home/apt,203,2,52,2022-11-28,1.21,1,106,5,City registration pending
35611753,Cozy 2 bdrm near McCormick Place & Wintrust Arena,253889886,Rashad & Ray,,Grand Boulevard,41.82198,-87.61265,Entire home/apt,161,2,91,2022-11-28,2.13,2,81,28,R22000079975
34224437,"Bright, new 2BR in the heart of East Lakeview",40738849,Danielle,,Lake View,41.94018,-87.64666,Entire home/apt,216,3,68,2022-10-25,1.56,1,62,22,R19000042601
34913110,1 #23 - 4 Bedroom Condo - McCormick Place,178710732,Annie,,Armour Square,41.85149,-87.6322,Entire home/apt,339,2,18,2022-10-27,0.43,18,180,10,R21000072615
34276639,Heart of Lincoln Square,42063884,James,,Lincoln Square,41.9677,-87.68112,Entire home/apt,336,32,40,2022-10-17,0.92,1,82,16,R21000073265
35635202,Gold Coast Convertible w/ Lounge nr Oak St,107434423,Blueground,,Near North Side,41.898904,-87.62797,Entire home/apt,149,32,0,,,639,293,0,32+ Days Listing
34930062,Historic luxury Townhouse  in Downtown Chicago,260808183,Julian,,Near North Side,41.90136,-87.62574,Entire home/apt,481,2,101,2022-12-08,2.43,2,301,18,R22000078584
35645746,Autumn room,110725131,Ronak,,East Garfield Park,41.87646,-87.7204,Private room,34,32,2,2022-08-30,0.08,4,255,1,R19000042272
35667306,Old Town Triangle/  Lincoln Park Studio Apartment,268315770,William,,Lincoln Park,41.914627,-87.636131,Entire home/apt,135,3,70,2022-10-30,1.68,1,180,31,R19000043198
34975978,3 Bdrm - Modern Vibe in a Classic Chicago Two-flat,77794926,David,,Irving Park,41.95762,-87.70781,Entire home/apt,200,2,54,2022-08-07,1.25,1,138,5,R19000041871
35681792,Chicago Speakeasy-Style Loft Space (Room 2A),51668477,Michael,,Near North Side,41.88934,-87.63009,Private room,88,1,245,2022-12-05,5.75,8,293,79,R18000031600
35004098,Contemporary Drama & Volume in Bucktown,50139939,Mona,,Logan Square,41.91952,-87.67451,Entire home/apt,575,14,1,2019-09-29,0.03,1,13,0,R21000061106
35740692,Home away from Home,112014461,Kristopher,,Avalon Park,41.73931,-87.57843,Entire home/apt,65,32,18,2020-09-01,0.43,1,0,0,R19000043302
35945631,"2BR in Andersonville-Walk to train, beach, shops!",1345958,Kamelia And Jordan,,Uptown,41.97406,-87.66442,Entire home/apt,135,1,70,2022-11-26,1.66,1,352,28,R22000084449
35032890,Beautiful Modern 2 bed/2bath West Town apartment,5722677,Bernard,,West Town,41.89446,-87.68183,Entire home/apt,75,32,5,2019-08-25,0.12,1,0,0,R21000073733
36038899,TheClubHouse @ the Sq.—Contactless Check-in/No fee,271129725,George,,Logan Square,41.92499,-87.70732,Entire home/apt,185,2,100,2022-10-30,2.4,1,90,26,R20000052319
36870884,"Beautiful Luxury Loft in Fulton Market, Sleeps 12 | Featured In Architectural Digest",126179580,Staywell,,Near West Side,41.88753,-87.65223,Entire home/apt,329,2,123,2022-11-13,3.04,21,290,44,R21000061299
36871691,Spectacular Corner 3BR Loft In Fulton Market | Featured In Architectural Digest,126179580,Staywell,,Near West Side,41.8876,-87.65288,Entire home/apt,526,2,115,2022-12-13,2.84,21,286,35,R21000061039
36063019,River N. 1BR w/ Gym & Pool & W/D nr Mag Mile,107434423,Blueground,,Near North Side,41.8945286,-87.63340520000003,Entire home/apt,158,32,1,2021-04-23,0.05,639,339,0,32+ Days Listing
36875733,CHECK IN 8AM. CHECK OUT 7PM- QUEEN BED,263229425,Alexandre,,Near North Side,41.89585,-87.63092,Entire home/apt,400,32,8,2019-12-01,0.2,6,0,0,City registration pending
35802969,SuperHost Great Location By Michigan Ave Queen bed,3965428,Rob,,Near North Side,41.89862,-87.62138,Entire home/apt,150,32,3,2022-08-05,0.08,71,365,1,City registration pending
36064407,River N. 1BR w/ Gym & Pool nr Man Mile,107434423,Blueground,,Near North Side,41.8967797,-87.63170250000002,Entire home/apt,181,32,1,2021-10-03,0.07,639,215,0,32+ Days Listing
35804189,Super clean and family-friendly 3-bdrm entire apt,30695774,Elizabeth,,Logan Square,41.92319,-87.72209,Entire home/apt,194,2,177,2022-12-12,4.3,1,255,58,R19000043303
36912569,Hattie’s House,247610337,Marcos,,West Town,41.89857,-87.69515,Private room,45,2,111,2022-11-16,2.7,1,82,28,R19000044485
35845457,"UChicago, Sci Museum | Lake View + Gym | Zencity",47172572,Zencity,,Hyde Park,41.79726,-87.58089,Entire home/apt,81,1,144,2022-11-19,3.43,61,349,22,R21000074756
35845966,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,,Hyde Park,41.79985,-87.58247,Entire home/apt,75,1,117,2022-09-19,2.8,61,281,14,R19000043292
35846172,"UChicago, Lake, Sci Museum | Gym + W&D | Zencity",47172572,Zencity,,Hyde Park,41.79451,-87.58375,Entire home/apt,74,1,77,2022-10-18,1.83,61,356,9,R19000043310
36080732,Oversized spacious one bedroom with private patio,4661357,Jeff,,Lake View,41.94658,-87.64604,Entire home/apt,240,32,14,2021-10-17,0.34,1,0,0,City registration pending
37004668,NEW Spacious (Ohare) with Nespresso coffee.,129233830,Gianluca,,Norwood Park,41.99771,-87.79452,Entire home/apt,75,32,22,2022-06-30,0.61,1,186,5,R19000043790
35926813,"River N. Studio w/ Gym, W/D, nr. Magnificent Mile",107434423,Blueground,,Near North Side,41.8950138,-87.62791490000001,Entire home/apt,94,32,1,2021-04-06,0.05,639,365,0,32+ Days Listing
36141541,Lovely Studio @RiverNorth close with #Balcony✭,245574996,Matthew,,Near North Side,41.89549,-87.63112,Entire home/apt,136,3,37,2022-05-23,0.88,5,0,1,R10003492843
36183775,"Wicker Park 3 bedroom w/ parking, up to 11 guests",30433615,Andrijana,,West Town,41.9066,-87.67014,Entire home/apt,189,2,146,2022-12-05,3.49,7,335,46,R21000073096
37934697,Fully Equipped Studio Close to Chicago Riverwalk,263229425,Alexandre,,Loop,41.88614,-87.63255,Entire home/apt,400,32,0,,,6,0,0,City registration pending
37942661,Comfortable Vintage North Side Retreat for 8,240272630,David,,Lincoln Square,41.96207,-87.67909,Entire home/apt,99,1,129,2022-12-12,3.23,2,335,43,R20000058739
36184740,唐人街2房2床1卫,231494722,Ethan,,Bridgeport,41.84379,-87.63927,Entire home/apt,105,2,70,2022-10-22,1.67,2,90,30,R19000040387
37056214,Beautiful Chicago Mansion/20 min. O'hare/ Downtown,173305205,Nicoll,,Irving Park,41.95335,-87.71949,Entire home/apt,968,2,33,2022-11-13,0.93,5,180,9,R19000043235
36199994,The Armitage In Logan Square 4BR/2.5BA,145980569,Garrett,,Logan Square,41.91488,-87.71448,Entire home/apt,713,32,4,2022-04-30,0.1,3,90,1,R19000043836
36211517,"Staypineapple Chicago, Deluxe King",270119683,An Iconic Hotel,,Loop,41.88309,-87.62832,Private room,117,1,352,2022-12-05,9.59,10,361,47,2761520
37983885,"Loop 1BR w/ Gym, W/D, nr Mag Mile & Parks",107434423,Blueground,,Loop,41.8797621,-87.62663040000001,Entire home/apt,83,32,0,,,639,363,0,32+ Days Listing
37986613,"River N. 1BR w/ Gym, Pool, W/D, nr Mag Mile",107434423,Blueground,,Near North Side,41.8967797,-87.63170250000002,Entire home/apt,97,32,1,2022-09-27,0.35,639,353,1,32+ Days Listing
37074749,"Gold Coast 2BR w/ Pool & Gym, nr Mag Mile",107434423,Blueground,,Near North Side,41.898904,-87.62797,Entire home/apt,216,32,0,,,639,300,0,32+ Days Listing
38003589,3) PEACOCK,286802480,Henry,,West Garfield Park,41.87427,-87.73088,Private room,25,2,14,2022-10-21,0.35,3,365,11,R21000075604
38021812,South of the Shore Beautiful Retreat,288477898,Andrew,,South Shore,41.76588,-87.59284,Entire home/apt,51,10,21,2022-07-13,0.52,1,179,6,R21000075102
36235560,"Staypineapple Chicago, Queen Mobility Acc w/shower",270119683,An Iconic Hotel,,Loop,41.88309,-87.62832,Private room,130,1,5,2022-04-12,0.17,10,245,1,2761520
36235645,"Staypineapple Chicago, Queen Mobility Acc w/Tub",270119683,An Iconic Hotel,,Loop,41.88309,-87.62832,Private room,108,1,6,2021-02-15,0.19,10,212,0,2761520
36236409,"Staypineapple Chicago, Deluxe Two Queen",270119683,An Iconic Hotel,,Loop,41.88395,-87.62762,Private room,126,1,33,2022-11-25,0.93,10,352,9,2761520
36236996,"Staypineapple Chicago, Millennium Park King Suite",270119683,An Iconic Hotel,,Loop,41.88417,-87.62857,Private room,198,1,40,2022-03-12,1.15,10,343,1,2761520
37125424,Chicago Executive Luxury Long Term 30/60/90/180,8540884,Faraz,,Near West Side,41.88681,-87.64419,Entire home/apt,171,30,38,2022-11-18,0.97,1,362,4,R12235668901
38066904,Urban Coach Penthouse - Minutes from downtown,127847265,Martin,,South Lawndale,41.85496,-87.69668,Entire home/apt,55,32,45,2022-09-19,1.14,2,365,15,City registration pending
36260352,Charming Two Bedroom Near Downtown Chicago,4057812,Marc,,Lower West Side,41.84938,-87.6813,Entire home/apt,85,32,36,2022-06-30,0.87,6,180,4,City registration pending
36263867,Chatham Charm,261898005,B,,Chatham,41.74887,-87.61058,Entire home/apt,50,35,0,,,1,0,0,
36340646,Luxurious Downtown Studio in River North,260805765,Paul,,Near North Side,41.89617,-87.63061,Entire home/apt,400,32,1,2019-08-25,0.02,6,0,0,City registration pending
38070589,Cozy One Bedroom Near Wrigleyville.,66860638,Daniel,,Lake View,41.95393,-87.65714,Entire home/apt,60,32,3,2019-09-23,0.08,1,0,0,City registration pending
38087699,BERNARD CHATEAU - LOGAN SQUARE,11013693,Clemencia,,Logan Square,41.92906,-87.71275,Entire home/apt,141,2,169,2022-11-27,4.24,2,153,56,R19000046187
38090415,LOCATION!!! 1 BEDROOM APARTMNET ON MICHIGAN AVE,55199486,Furnished Rental,,Near North Side,41.89947,-87.62102,Entire home/apt,135,32,0,,,11,365,0,
38091553,Godfrey Hotel Lifestyle Rooftop 4.5*-Double Deluxe,185021145,Godfrey Hotel,,Near North Side,41.89354,-87.63128,Private room,117,1,50,2022-10-03,1.34,8,257,17,2233058
36426526,Clean one bedroom with private bathroom,1502097,Tim,,West Town,41.90526,-87.66556,Private room,80,32,8,2019-11-14,0.19,1,0,0,City registration pending
36483656,You don't want to miss this one. No cleaning fee,274317207,David,,Grand Boulevard,41.81657,-87.60955,Private room,112,2,115,2022-11-22,2.89,1,83,18,R19000046218
36483933,Wicker Park House w Garage & Hot Tub Best Location,198816946,Rodrigo,,West Town,41.90368,-87.67845,Entire home/apt,412,3,32,2022-10-12,0.79,1,348,8,R21000075602
38091600,Godfrey Hotel Lifestyle Rooftop 4.5*-KingExecutive,185021145,Godfrey Hotel,,Near North Side,41.89477,-87.63312,Private room,136,1,14,2022-08-21,0.37,8,257,9,2233058
38091740,Godfrey Hotel Lifestyle Rooftop 4.5* - King Suite,185021145,Godfrey Hotel,,Near North Side,41.89481,-87.6325,Private room,155,1,6,2022-09-05,0.17,8,256,2,2233058
37159021,Vibrant; Studio Apartment Near Midway Airport & DT,147648729,Mel,,Ashburn,41.74455,-87.70192,Entire home/apt,123,32,19,2022-01-02,0.46,6,364,1,City registration pending
38098148,3 min from train- Lovely Lincoln Square,21986151,Sarah,,Lincoln Square,41.96538,-87.68884,Private room,75,2,46,2022-11-21,1.16,2,0,16,R21000074859
38099565,Chicago Lincoln Park Getaway,3382417,Heather,,Lincoln Park,41.9289,-87.63981,Entire home/apt,134,1,71,2022-11-07,1.77,8,139,47,R22000093504
37198925,2BR Elevator Bldg Condo - Steps to Restaurant Row!,22580828,Derek,,Near West Side,41.88663,-87.64395,Entire home/apt,64,32,52,2022-08-05,1.27,1,315,2,City registration pending
36565054,Modern,146923691,Audra,,Lower West Side,41.85753,-87.65658,Entire home/apt,99,2,160,2022-11-26,3.88,1,131,58,R22000080151
37273935,"Lovely Studio, 3min walk to train for Downtown/ORD",25074085,Joe,,Logan Square,41.92376,-87.69591,Entire home/apt,60,2,18,2022-11-28,5.35,2,95,18,R22000084073
36603379,Standard King Room,271325401,Congress Plaza Hotel,,Loop,41.86935,-87.62436,Private room,105,1,234,2022-12-17,6.25,5,364,160,2205305
36603454,Standard Double Room,271325401,Congress Plaza Hotel,,Loop,41.87007,-87.62321,Private room,105,1,336,2022-12-18,9.15,5,365,253,2205305
36604022,"5min to Wrigley, Aragon | Quiet Workdesk | Zencity",47172572,Zencity,,Lincoln Square,41.96281,-87.677,Entire home/apt,69,1,100,2022-11-28,2.41,61,307,18,R19000043851
38130834,KINGSTOWER SUITS #2,35558926,Tory,,Washington Park,41.78875,-87.62205,Private room,180,32,0,,,3,0,0,City registration pending
38133731,5mins UChicago Medical Center. SMALL Bedroom.,1385332,Patt,,Woodlawn,41.78438,-87.60607,Private room,33,32,6,2022-10-31,0.21,16,364,2,
38157331,!1F Location! 2bed/1bath StepstoSouthLoop +Laundry,100782278,Chicago Furnished,,Bridgeport,41.84191,-87.63847,Entire home/apt,37,32,7,2022-08-14,0.19,34,350,2,City registration pending
36630764,UChicago Medical Center 3 blocks. Train. Bike.,1385332,Patt,,Woodlawn,41.78274,-87.60571,Private room,33,32,6,2022-11-03,0.23,16,364,3,
36630999,Bucktown Home w/ Free Garage Parking for 2 Cars!,210031825,Nathan And Wendy,,West Town,41.91138,-87.68546,Entire home/apt,86,1,76,2022-12-15,1.83,1,327,33,R19000044381
37300218,Chicago Speakeasy-Style Loft Space (Room 3A),51668477,Michael,,Near North Side,41.89067,-87.63205,Private room,83,1,220,2022-12-15,5.34,8,202,83,R18000031600
36631415,Beautiful Spacious 3BR/1BA The Davlin Inn Chicago!,30482715,Sean,,Avondale,41.9359,-87.72437,Entire home/apt,199,3,36,2022-11-07,0.87,4,251,21,R19000044455
38160088,Modern Studio in Uptown Chicago,255404977,Alexis,,Uptown,41.96548,-87.6644,Entire home/apt,75,32,6,2019-11-09,0.15,1,0,0,City registration pending
36669561,Huge 3Bd Apt in historic Sheridan Pk/Andersonville,26977167,Stuart,,Uptown,41.96551,-87.66531,Entire home/apt,137,2,142,2022-12-15,3.45,1,336,60,R19000044998
36693625,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,,Hyde Park,41.80039,-87.58285,Entire home/apt,120,1,103,2022-12-04,2.52,61,294,34,R19000043831
37334586,*3 Bed 2 Full Bath Elegant Penthouse In Chicago,281192928,Moe,,Irving Park,41.95783,-87.69908,Entire home/apt,90,33,16,2021-06-07,0.39,1,255,0,City registration pending
38209026,Walk to restaurants and bars. Close to the train,290333439,Milton,,West Town,41.90718,-87.69389,Entire home/apt,275,2,37,2022-11-13,0.97,2,212,19,R19000049564
37342851,Steps to Willis Tower & Michelin Restaurants,212229650,Gerald,,Near West Side,41.88166,-87.64376,Entire home/apt,400,32,1,2019-10-29,0.03,6,0,0,City registration pending
38229310,🥇⭐️BEAUTIFUL 420FRIENDLY& PRIVATE KICKBACK LOCATION,77414650,Red Door,,Greater Grand Crossing,41.76634,-87.62025,Entire home/apt,243,1,84,2022-11-18,3.32,23,359,33,R19000046222
38258027,"Hip, Lake Side,  Spacious 2 Bedroom Condo",17929135,Jaycee,,Uptown,41.95739,-87.64866,Entire home/apt,229,2,5,2021-12-12,0.13,2,0,0,R21000073264
37389259,Pool & Gym & Nightlife in River North,163739390,Ralph,,Near North Side,41.8937,-87.63544,Entire home/apt,400,2,3,2019-10-17,0.08,9,0,0,City registration pending
37390757,CLEANEST Airbnb in Chicago in Highrise,263229425,Alexandre,,Near North Side,41.89367,-87.61754,Entire home/apt,400,32,0,,,6,0,0,City registration pending
38315882,Division St Designer Home in Heart of Wicker Park,62461136,Andrew,,West Town,41.90232,-87.67237,Entire home/apt,100,1,137,2022-12-17,3.49,1,39,39,R20000058695
36804964,"Safe, Stylish, Comfy, Chicago Home",45542882,John,,Edgewater,41.99774,-87.66756,Entire home/apt,394,5,46,2022-11-25,1.1,1,359,14,R17000014197
37428424,Cozy Sunny Big Studio By University of Chicago,282211570,Sedo,,Hyde Park,41.79404,-87.5913,Entire home/apt,83,32,30,2022-03-27,0.75,1,270,1,R21000064365
36810181,Sunny and Funky Logan Square Garden Apartment,20061586,Kira,,Logan Square,41.91954,-87.7188,Entire home/apt,82,3,125,2022-12-02,3.05,1,111,43,R21000075431
38346660,"River N. 1BR w/ Gym, Pool, W/D, nr L",107434423,Blueground,,Near North Side,41.8950138,-87.62791490000001,Entire home/apt,199,32,0,,,639,201,0,32+ Days Listing
36832082,"❤︎ of Lincoln Park | 11ft Ceiling | 1,750ft² | W/D",268408488,Dan,,Lincoln Park,41.92342,-87.63972,Entire home/apt,287,2,144,2022-12-06,3.5,3,75,69,R20000059991
38675378,"Luxury🌟 3BR, 1BA-5mins from Hyde Park",197437953,Nay,,Greater Grand Crossing,41.76176,-87.59909,Entire home/apt,110,2,2,2022-09-04,0.49,2,90,2,R22000077340
38351082,"Luxury - Claridge House, Standard King Room",279208831,Claridge House Hotel,,Near North Side,41.90524,-87.63049,Private room,74,1,235,2022-12-04,8.57,7,186,65,2457970
37521255,Private Beachfront Retreat includes parking,252595263,Beach House,,Rogers Park,42.01109,-87.66283,Entire home/apt,340,32,62,2021-08-22,1.52,4,233,0,City registration pending
38351431,"Luxury Stay - Claridge House, Two Queen Room",279208831,Claridge House Hotel,,Near North Side,41.90524,-87.63049,Private room,90,1,104,2022-12-03,4.26,7,184,56,2457970
38377878,Luxury Corner 2 Bedroom in the Loop | Roof Deck,126179580,Staywell,,Loop,41.88456,-87.62677,Entire home/apt,318,2,156,2022-12-13,4.02,21,171,56,R21000061519
38733447,Gold Coast (Downtown) Cozy private room.,296208054,Ferdousi,,Near North Side,41.8962,-87.62828,Private room,63,32,82,2022-08-02,2.07,2,101,17,R19000048362
38747030,"Loop 1BR w/ Gym, W/D, nr Millennium Park",107434423,Blueground,,Loop,41.88558099999999,-87.6257005,Entire home/apt,86,32,1,2022-11-09,0.71,639,365,1,32+ Days Listing
38381924,Business Travelers Apt w/ Queen Bed in River North,263229425,Alexandre,,Near North Side,41.89492,-87.63211,Entire home/apt,400,32,0,,,6,0,0,City registration pending
38390143,Wrigleyville Oasis/ 1 min Walk to Wrigley,130968209,Carlos,,Lake View,41.9498378,-87.65651129999999,Entire home/apt,279,90,82,2022-11-06,2.06,3,10,35,R19000046426
37551145,!2R Location! 2bed/2bath StepstoSouthLoop +Laundry,100782278,Chicago Furnished,,Bridgeport,41.8433,-87.63938,Entire home/apt,84,32,7,2022-08-26,0.21,34,319,3,R12345678901
38394654,Bedroom,264317687,Antania,,Greater Grand Crossing,41.76199,-87.6056,Private room,25,500,0,,,1,0,0,
38754120,Modern Studio Apt Free Parking Wi-Fi Self Check-In,296368642,Cam,,Bridgeport,41.84049,-87.65979,Entire home/apt,86,4,39,2022-10-24,0.99,1,180,14,R12335678933
38774621,Brand New Designer Grace St Loft/Lakeview Chicago,206500795,Michael,,Lake View,41.95058,-87.65942,Entire home/apt,214,2,115,2022-11-26,2.96,1,76,32,R22000076616
37566107,"Spacious 3 BR close to Beach, Red Line and Loyola",247334879,Bill,,Rogers Park,41.9987,-87.66264,Entire home/apt,180,3,68,2022-11-26,1.68,2,150,24,R22000092525
37571365,Room4 Quiet&Cozy CityLakeHouse —NONSMOKERS ONLY,919044,Caroline,,South Shore,41.76498,-87.56851,Private room,29,30,12,2022-10-29,0.31,4,143,5,R19000040399
38784689,Luxurious 3rd Floor Bronzeville Unit,111001763,Inka,,Grand Boulevard,41.81545,-87.61702,Entire home/apt,86,2,68,2022-11-07,2.72,6,103,33,R20000058502
38417164,"The Urban Bungalow, a Lovely Chicago Oasis",277477216,Kiva,,West Town,41.89876,-87.69308,Entire home/apt,110,2,82,2022-11-13,2.07,1,166,38,R22000077422
38426699,Cozy Crash Pad With Lake Access,10921133,Steve And Phyll,,Rogers Park,42.02074,-87.66467,Entire home/apt,108,7,8,2022-06-02,0.23,2,154,1,R22000082894
37687842,"Spacious 1 bedroom loft at Downtown, Chicago",284826362,Cossy,,Loop,41.87563,-87.62734,Entire home/apt,100,1,23,2020-04-26,0.59,3,0,0,R19000039355
37710531,Lakeview Getaway - Experience Chicago in Comfort 1,9094538,Nicole,,Lake View,41.93793,-87.65711,Entire home/apt,250,2,32,2022-06-28,0.86,13,0,2,R22000082234
38454628,8 Bedrooms 8 Beds Free Parking Minutes to Downtown,226582852,Jane And Kris,,New City,41.79956,-87.64863,Entire home/apt,250,28,14,2021-07-10,0.36,15,365,0,R19000039905
38477275,Wicker Pk Great 2nd fl Apt steps from the Action,267737048,Brian,,West Town,41.90746,-87.67485,Entire home/apt,69,1,37,2020-10-27,0.94,3,0,0,R19000046653
38826350,Just Like Home in the City,138614372,Maria,,Near West Side,41.87537,-87.68936,Entire home/apt,75,40,4,2022-08-07,0.11,1,272,1,
37738382,High Rise with Full Kitchen & Netflix,263229425,Alexandre,,Near West Side,41.88341,-87.64393,Entire home/apt,101,32,2,2019-11-11,0.05,6,0,0,City registration pending
37739751,SUPER EARLY CHECK IN AND SUPER LATE CHECK OUT,163739390,Ralph,,Near West Side,41.88276,-87.64244,Entire home/apt,400,32,1,2019-08-23,0.02,9,0,0,City registration pending
37774710,✦FANTASTIC LOCATION MICHIGAN AVE + ROOF TOP DECK ✦,4384965,Tom,,Near North Side,41.89283,-87.61714,Entire home/apt,140,60,0,,,7,365,0,
37784682,Comfy and convenient in Lincoln Square,6305758,Erica,,Lincoln Square,41.96962,-87.69595,Private room,55,2,36,2022-12-17,0.97,1,54,32,R19000050256
38493820,One Bedroom Apartment in the Heart of Chicago,293537385,Claudia,,Lower West Side,41.85019,-87.6807,Entire home/apt,110,1,54,2022-10-16,1.39,1,167,26,R21000075644
38521406,Stylish 4 Bedroom / 4 bath in the Loop | Sleeps 12 | Roof Deck,126179580,Staywell,,Loop,41.88461,-87.62679,Entire home/apt,653,2,26,2022-10-26,0.67,21,239,5,R21000061519
38870766,2bdr apartment +free parking near train in Chicago,59484991,Jady And,,South Lawndale,41.85314,-87.70139,Entire home/apt,85,1,168,2022-12-16,4.3,1,254,54,R20000056619
37799036,🎀PRETTY PRIVATE SPACE 420 FRIENDLY OVERNIGHT STAY,77414650,Red Door,,Greater Grand Crossing,41.76731,-87.61922,Entire home/apt,245,1,48,2022-11-27,1.94,23,365,21,R19000046222
38880514,Perfect Lakeview Townhome with Private Patio!,296527089,Jason,,Lake View,41.93941,-87.65986,Entire home/apt,98,1,105,2022-12-11,2.69,1,321,39,R19000043460
38521696,Relaxing. Modern Farmhouse Feel. King+Queen Beds.,293786392,Matt,,North Center,41.94815,-87.6823,Entire home/apt,175,3,80,2022-12-19,2.09,1,4,29,R21000069361
38522687,Andersonville/ Cozy 3b 3b House  / 99 walk score,162364,Mat And Randy,,Uptown,41.97318,-87.66605,Entire home/apt,412,3,53,2022-11-07,1.46,2,315,23,R19000048104
37803007,Full Kitchen & Gym & Pool in River North,212229650,Gerald,,Near North Side,41.89494,-87.63146,Entire home/apt,400,32,0,,,6,0,0,City registration pending
